ID,Layer_1,ObsDate,County,County_lsad,SWCD_name,Year,shape,Land_Cover_Class,Description,
146,52,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.72216, 36.83167),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
147,52,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.68987, 36.87008),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
148,42,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.69006, 36.90741),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
149,52,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.6888, 36.9252),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
150,52,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.67581, 36.94603),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
151,52,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.65963, 36.95975),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
152,22,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.66167, 36.95962),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
153,52,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.67563, 36.9471),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
154,52,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.67356, 36.95082),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
155,52,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.58862, 36.98311),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
156,42,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.63527, 36.96229),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
157,42,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.5864, 36.98475),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
158,42,7/2/1998,San Juan,San Juan County,San Juan,1998,c(-107.55279, 36.98667),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
159,52,6/1/2000,Socorro,Socorro County,Socorro,2000,c(-106.68063, 33.88484),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
160,52,6/1/2000,Socorro,Socorro County,Socorro,2000,c(-106.76904, 33.89906),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
161,22,6/1/2000,Socorro,Socorro County,Salado,2000,c(-106.99655, 34.01056),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
162,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.91891, 32.05179),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
163,71,7/1/1999,Luna,Luna County,Deming,1999,c(-107.77095, 32.38433),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
164,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.9306, 31.86273),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
165,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.92392, 31.86785),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
166,21,7/1/1999,Luna,Luna County,Deming,1999,c(-107.95553, 32.19624),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
167,52,7/1/1999,Luna,Luna County,NA,1999,c(-107.71732, 32.08148),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
168,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.63682, 31.91111),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
169,71,7/1/1999,Luna,Luna County,Deming,1999,c(-107.87061, 31.99965),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
170,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.85944, 32.02937),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
171,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.96277, 32.10773),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
172,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.75575, 31.99101),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
173,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.75575, 31.99213),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
174,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.75239, 31.99277),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
175,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.75593, 31.99398),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
176,71,7/1/1999,Luna,Luna County,Deming,1999,c(-107.75313, 31.99472),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
177,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.9393, 32.17397),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
178,52,7/1/1999,Luna,Luna County,NA,1999,c(-107.71703, 32.08047),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
179,71,7/1/1999,Luna,Luna County,Deming,1999,c(-108.07786, 32.17947),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
180,71,7/1/1999,Luna,Luna County,Deming,1999,c(-108.07752, 32.17764),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
181,71,7/1/1999,Luna,Luna County,Deming,1999,c(-108.077, 32.17489),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
182,52,7/1/1999,Luna,Luna County,Caballo,1999,c(-107.40104, 32.53925),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
183,52,7/1/1999,Luna,Luna County,Caballo,1999,c(-107.40098, 32.53638),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
184,82,7/1/1999,Luna,Luna County,Deming,1999,c(-107.78503, 32.18215),Cultivated Crops,"Areas used for the production of crops such as corn, soybeans, vegetables, and tobacco."
185,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.785, 32.18316),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
186,52,7/1/1999,Luna,Luna County,Deming,1999,c(-107.78504, 32.18599),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
187,52,7/1/1999,Luna,Luna County,Deming,1999,c(-108.08316, 32.19406),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
188,23,6/30/2000,Otero,Otero County,Otero,2000,c(-105.97403, 33.08611),"Developed, Medium Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79% of the total cover.
189,52,6/30/2000,Otero,Otero County,Otero,2000,c(-105.97434, 32.82448),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
190,22,6/30/2000,Otero,Otero County,Otero,2000,c(-105.89344, 33.14472),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
191,52,6/30/2000,Otero,Otero County,Otero,2000,c(-106.10552, 32.34334),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
192,23,6/30/2000,Chaves,Chaves County,Chaves,2000,c(-104.82187, 33.36987),"Developed, Medium Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79% of the total cover.
193,22,6/30/2000,Lincoln,Lincoln County,Upper Hondo,2000,c(-104.9516, 33.36511),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
194,31,6/30/2000,Lea,Lea County,Lea,2000,c(-103.80459, 32.5685),Barren Land (Rock/Sand/Clay),"Areas of bedrock, desert pavement, scarps, talus, slides, sand dunes, gravel pits, and other accumulations of earthen material."
195,22,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-106.12768, 36.34935),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
196,21,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-106.04279, 36.34548),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
197,52,6/30/2000,Taos,Taos County,Taos,2000,c(-106.01572, 36.32759),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
198,52,6/30/2000,Taos,Taos County,Taos,2000,c(-106.01572, 36.32759),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
199,23,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-106.10828, 36.34925),"Developed, Medium Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79% of the total cover.
200,23,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-106.10828, 36.34925),"Developed, Medium Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79% of the total cover.
201,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-106.0706, 36.35772),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
202,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-106.10523, 36.34787),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
203,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-106.04464, 36.22591),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
204,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.98452, 36.79565),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
205,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.98336, 36.71703),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
206,21,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.98365, 36.71348),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
207,52,6/30/2000,Taos,Taos County,Taos,2000,c(-105.9729, 36.89609),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
208,52,6/30/2000,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2000,c(-105.9325, 35.95404),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
209,52,6/30/2000,Taos,Taos County,Taos,2000,c(-105.97225, 36.89132),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
210,52,6/30/2000,Taos,Taos County,Taos,2000,c(-105.97225, 36.89132),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
211,22,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.98395, 36.79008),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
212,22,6/30/2000,Taos,Taos County,Taos,2000,c(-105.97191, 36.85466),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
213,52,6/30/2000,Taos,Taos County,Taos,2000,c(-105.97167, 36.85785),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
214,52,6/30/2000,Taos,Taos County,Taos,2000,c(-105.97155, 36.85945),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
215,52,6/30/2000,Taos,Taos County,Taos,2000,c(-105.97022, 36.87702),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
216,52,6/30/2000,Taos,Taos County,Taos,2000,c(-105.97202, 36.88973),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
217,21,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.97908, 36.69389),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
218,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.98341, 36.71644),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
219,21,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.9836, 36.71407),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
